timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2018-08-03 00:00:00+00:00,ETHUSD,400.0,435.5,400.0,410.8,10715,4419143,412.01,140,182070416190,33347.0376327828,13739402.413071427
2018-08-04 00:00:00+00:00,ETHUSD,410.8,422.1,397.0,417.7,10589,8074096,411.39,500,332155950205,59877.166782217806,24634388.56731314
2018-08-05 00:00:00+00:00,ETHUSD,417.7,419.5,402.1,407.05,7100,6178493,411.51,6451,254246485890,44804.19611646741,18442584.029442202
2018-08-06 00:00:00+00:00,ETHUSD,407.05,413.5,400.5,409.15,6375,4235913,407.13,466,172456149165,29649.988790251366,12071868.805121366
2018-08-07 00:00:00+00:00,ETHUSD,409.15,413.5,397.0,405.6,9179,6122651,406.28,52,248745460735,42678.09465361204,17340914.15839505
2018-08-08 00:00:00+00:00,ETHUSD,405.6,412.0,368.95,378.7,16469,12590581,390.64,502,491825973690,86765.44481061173,33915399.787953615
2018-08-09 00:00:00+00:00,ETHUSD,378.7,381.2,344.0,356.05,28794,26465774,363.24,2060,961326817860,169672.5097257269,61653095.21027602
2018-08-10 00:00:00+00:00,ETHUSD,356.05,369.75,351.05,363.35,17186,11906454,361.5,1,430413062300,76216.60766919948,27556712.809084333
2018-08-11 00:00:00+00:00,ETHUSD,363.35,365.55,324.45,331.75,17011,14579999,348.36,250,507902174385,91862.2002197669,32033743.429691207
2018-08-12 00:00:00+00:00,ETHUSD,331.75,333.0,304.4,317.0,30293,37598328,318.53,1390,1197608417710,233462.4192919592,74388676.24494256
2018-08-13 00:00:00+00:00,ETHUSD,317.0,328.6,312.35,318.6,16858,17178431,321.23,4805,551807348635,108144.61290694823,34739930.017328165
2018-08-14 00:00:00+00:00,ETHUSD,318.6,322.25,279.15,284.3,36055,52228960,296.17,10,1546859217980,327973.8502017896,97176019.80586061
2018-08-15 00:00:00+00:00,ETHUSD,284.3,284.35,243.9,278.6,89489,132361904,264.03,1000,3494620150415,803895.1900244241,212293589.5995495
2018-08-16 00:00:00+00:00,ETHUSD,278.6,305.85,274.1,280.15,70585,109913113,287.74,2475,3162566169900,699286.5389482399,201275236.28388196
2018-08-17 00:00:00+00:00,ETHUSD,280.15,301.1,277.1,286.8,43319,65461224,288.1,1000,1885884104240,415322.2666406343,119670834.7624646
2018-08-18 00:00:00+00:00,ETHUSD,286.8,318.85,284.75,317.4,55038,78126744,301.53,500,2355743897630,505822.33905288274,152542380.71362835
2018-08-19 00:00:00+00:00,ETHUSD,317.4,321.6,282.5,294.35,59023,80133628,299.04,995,2396286809135,514388.2743603906,153887686.52485934
2018-08-20 00:00:00+00:00,ETHUSD,294.35,309.0,289.05,300.0,50015,58050309,298.28,2000,1731522406040,371848.99439245905,110924260.49332035
2018-08-21 00:00:00+00:00,ETHUSD,300.0,305.0,265.15,270.85,56918,81636147,286.76,400,2340921552535,523763.93164269294,150235096.44115254
2018-08-22 00:00:00+00:00,ETHUSD,270.85,285.6,269.35,281.35,49347,62114010,277.67,2119,1724691579005,397654.7056928077,110422837.81096368
2018-08-23 00:00:00+00:00,ETHUSD,281.35,339.35,258.5,270.6,70223,81594853,278.45,5910,2271944973585,532340.6201032435,148372613.24287114
2018-08-24 00:00:00+00:00,ETHUSD,270.6,282.5,268.0,276.3,62168,67740778,274.14,10,1857000421590,435930.5560727948,119508320.25706428
2018-08-25 00:00:00+00:00,ETHUSD,276.3,289.0,268.35,282.0,51458,49502874,276.63,50,1369389557055,325026.029067555,89922141.68528381
2018-08-26 00:00:00+00:00,ETHUSD,282.0,284.05,276.9,278.05,27372,20218139,279.79,89,565676819430,135803.95751379343,37996689.778200746
2018-08-27 00:00:00+00:00,ETHUSD,278.05,278.2,269.65,274.45,34080,27789712,273.55,10,760168489995,185334.8169503953,50698902.95458576
2018-08-28 00:00:00+00:00,ETHUSD,274.45,294.35,271.55,288.3,40414,41926784,278.25,262,1166596292595,282171.6613687111,78520378.41338857
2018-08-29 00:00:00+00:00,ETHUSD,288.3,298.0,283.0,295.7,57102,63421547,289.81,91,1837977505985,444948.19527282944,128964277.17362179
2018-08-30 00:00:00+00:00,ETHUSD,295.7,297.0,282.3,288.8,50451,69361371,291.29,409,2020372319500,488216.3089027129,142217426.1523006
2018-08-31 00:00:00+00:00,ETHUSD,288.8,290.8,272.05,283.8,65199,88833865,280.43,500,2491095994685,613648.5798739431,172102101.38208485
2018-09-01 00:00:00+00:00,ETHUSD,283.8,284.95,276.9,281.45,39980,53502176,280.58,481,1501129645555,373275.6678847575,104734993.33179648
2018-09-02 00:00:00+00:00,ETHUSD,281.45,303.2,281.3,296.65,56945,72587069,292.46,407,2122833262855,517354.6226714744,151331321.949833
2018-09-03 00:00:00+00:00,ETHUSD,296.65,299.55,288.25,295.4,64377,73756165,294.99,125,2175681096830,534076.036860599,157545469.17332065
2018-09-04 00:00:00+00:00,ETHUSD,295.4,296.5,285.4,288.9,46468,53447067,289.75,3500,1548603990380,387893.9232615528,112392696.32974403
