timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2021-10-21 00:00:00+00:00,EOSUSD,4.4876,4.927,4.4876,4.847,174,19864,4.7296,1,939486936,131588.117053545,622362.4720086039
2021-10-22 00:00:00+00:00,EOSUSD,4.847,4.9614,4.6023,4.6776,472,26782,4.8201,2,1290900653,173354.45023340423,835778.3438091497
2021-10-23 00:00:00+00:00,EOSUSD,4.6776,4.7952,4.5642,4.6375,270,16770,4.6812,57,785022706,103946.78176739573,486667.4641575667
2021-10-24 00:00:00+00:00,EOSUSD,4.6375,4.766,4.6051,4.749,112,6315,4.6732,10,295110776,38400.470358498955,179456.2543350469
2021-10-25 00:00:00+00:00,EOSUSD,4.749,5.0987,4.6747,4.756,419,25678,4.8992,32,1258008149,155573.17060802755,762175.4362201603
2021-10-26 00:00:00+00:00,EOSUSD,4.756,4.85,4.7299,4.787,235,11046,4.8126,20,531595723,69021.92491170435,332176.54814275313
2021-10-27 00:00:00+00:00,EOSUSD,4.787,4.9347,4.668,4.7204,290,26326,4.8061,31,1265238401,162796.68784769037,782543.4771705903
2021-10-28 00:00:00+00:00,EOSUSD,4.7204,4.783,3.8556,4.1654,779,73446,4.3014,134,3159147368,434738.03734814253,1870904.1146564812
2021-10-29 00:00:00+00:00,EOSUSD,4.1654,4.5,4.15,4.4031,1183,76504,4.3593,36,3334972512,456892.33752945147,1992017.0403636035
2021-10-30 00:00:00+00:00,EOSUSD,4.4031,4.54,4.3766,4.4896,2432,85634,4.477,5,3833782353,526918.7594981131,2359053.1992739514
2021-10-31 00:00:00+00:00,EOSUSD,4.4896,4.5133,4.36,4.502,722,30899,4.4707,46,1381374140,190656.968794194,852368.8768442349
2021-11-01 00:00:00+00:00,EOSUSD,4.502,4.7125,4.45,4.66,1067,41872,4.5797,5,1917596835,256118.29370988015,1173085.77657438
2021-11-02 00:00:00+00:00,EOSUSD,4.66,4.7246,4.463,4.6367,1736,52338,4.5726,37,2393169050,317738.9001754,1452970.1889545044
2021-11-03 00:00:00+00:00,EOSUSD,4.6367,4.8,4.5878,4.7084,939,30434,4.7151,1,1434980933,192187.30490723505,906250.0897055612
2021-11-04 00:00:00+00:00,EOSUSD,4.7084,4.88,4.5218,4.718,1850,77213,4.6793,38,3613022286,484137.96055981267,2265587.3707066495
2021-11-05 00:00:00+00:00,EOSUSD,4.718,4.7605,4.4452,4.5555,745,46897,4.58,4,2147860939,289692.0813514608,1326966.9306767422
2021-11-06 00:00:00+00:00,EOSUSD,4.5555,4.6069,4.4712,4.517,369,9880,4.5365,18,448201330,60828.59764150158,275956.67686354497
2021-11-07 00:00:00+00:00,EOSUSD,4.517,4.5528,4.2254,4.448,875,35505,4.3751,9,1553365441,214833.41584214117,939988.8148658519
2021-11-08 00:00:00+00:00,EOSUSD,4.448,4.5933,4.4319,4.5933,722,26730,4.5213,3,1208543285,166805.95072388512,754238.5401757036
2021-11-09 00:00:00+00:00,EOSUSD,4.5933,4.9107,4.5961,4.8724,2159,61376,4.7135,43,2892920881,404389.74061553023,1906455.9219086717
2021-11-10 00:00:00+00:00,EOSUSD,4.8724,5.3971,4.8428,5.2228,2613,76476,5.1395,13,3930422195,516517.0602022761,2654565.2153868256
