timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2021-09-29 04:00:00+00:00,DOGEUSD,,,,,0,0,,,0,0.0,0.0
2021-09-29 05:00:00+00:00,DOGEUSD,0.18942,0.20934,0.18942,0.20012,13,774,0.20176,23.0,15615487,32725.14888498757,6602.233580794135
2021-09-29 06:00:00+00:00,DOGEUSD,0.20012,0.19993,0.19933,0.19933,7,324,0.19981,1.0,6473707,13670.72645138634,2731.4901229641223
2021-09-29 07:00:00+00:00,DOGEUSD,0.19933,0.19933,0.19933,0.19933,0,0,,,0,0.0,0.0
2021-09-29 08:00:00+00:00,DOGEUSD,0.19933,0.19933,0.19933,0.19933,0,0,,,0,0.0,0.0
2021-09-29 09:00:00+00:00,DOGEUSD,0.19933,0.20062,0.20062,0.20062,1,30,0.20062,30.0,601860,1269.0355329949239,254.59390862944161
2021-09-29 10:00:00+00:00,DOGEUSD,0.20062,0.20062,0.20062,0.20062,0,0,,,0,0.0,0.0
2021-09-29 11:00:00+00:00,DOGEUSD,0.20062,0.20204,0.20034,0.20204,13,4687,0.20137,144.0,94379817,198691.3253603068,40009.65453556614
2021-09-29 12:00:00+00:00,DOGEUSD,0.20204,0.20195,0.20132,0.20182,60,12419,0.20165,1.0,250424556,526398.5809488386,106146.44581491948
2021-09-29 13:00:00+00:00,DOGEUSD,0.20182,0.20266,0.20052,0.2012,19,5639,0.20221,294.0,114024917,238532.993762774,48233.673042317736
2021-09-29 14:00:00+00:00,DOGEUSD,0.2012,0.20376,0.20112,0.20181,15,4897,0.20234,455.0,99081744,205973.75497809183,41675.05542737539
2021-09-29 15:00:00+00:00,DOGEUSD,0.20181,0.20302,0.20302,0.20302,1,1,0.20302,1.0,20302,42.24757076468103,8.577101816645543
2021-09-29 16:00:00+00:00,DOGEUSD,0.20302,0.20111,0.19984,0.19984,22,7881,0.20062,309.0,158104475,329437.20962566475,66090.13051455922
2021-09-29 17:00:00+00:00,DOGEUSD,0.19984,0.20003,0.19889,0.19974,9,341,0.19951,95.0,6803095,14158.089720809376,2824.6007213748394
2021-09-29 18:00:00+00:00,DOGEUSD,0.19974,0.19941,0.19811,0.19834,9,426,0.19825,95.0,8445236,17613.89982339598,3491.8700999130388
2021-09-29 19:00:00+00:00,DOGEUSD,0.19834,0.19858,0.19801,0.19858,4,402,0.19814,1.0,7964863,16584.22660447863,3285.84811185664
2021-09-29 20:00:00+00:00,DOGEUSD,0.19858,0.19769,0.19704,0.19707,6,985,0.19708,29.0,19412152,40539.456219169464,7989.424219048232
2021-09-29 21:00:00+00:00,DOGEUSD,0.19707,0.19693,0.19564,0.19564,16,676,0.19605,30.0,13252670,27763.32151605971,5442.878563463368
2021-09-29 22:00:00+00:00,DOGEUSD,0.19564,0.19705,0.19637,0.19637,11,1337,0.19681,1.0,26312561,55037.018788787274,10831.448622777572
2021-09-29 23:00:00+00:00,DOGEUSD,0.19637,0.1975,0.19656,0.1975,4,1026,0.19666,100.0,20176456,42230.39329194374,8304.696833941283
2021-09-30 00:00:00+00:00,DOGEUSD,0.1975,0.1989,0.19716,0.1989,15,1418,0.19756,29.0,28013361,58668.110900872634,11590.22195065137
2021-09-30 01:00:00+00:00,DOGEUSD,0.1989,0.20048,0.19943,0.20048,7,200,0.19974,28.0,3994673,8361.230661452128,1670.0284966962276
2021-09-30 02:00:00+00:00,DOGEUSD,0.20048,0.20273,0.20044,0.20273,14,1286,0.20112,1.0,25863518,54653.91190024214,10992.08853056613
2021-09-30 03:00:00+00:00,DOGEUSD,0.20273,0.20262,0.20193,0.20262,30,2426,0.20218,100.0,49048298,104349.45207676476,21097.142738417006
2021-09-30 04:00:00+00:00,DOGEUSD,0.20262,0.20386,0.20239,0.20385,37,3224,0.20292,17.0,65419795,139488.4339458749,28304.42839870898
2021-09-30 05:00:00+00:00,DOGEUSD,0.20385,0.20498,0.20338,0.2037,71,10784,0.20437,1.0,220386341,469767.231913891,96003.79706899868
2021-09-30 06:00:00+00:00,DOGEUSD,0.2037,0.20396,0.20262,0.20262,49,4551,0.20347,21.0,92597724,198374.60969076262,40362.70170221128
2021-09-30 07:00:00+00:00,DOGEUSD,0.20262,0.20332,0.20304,0.20304,21,2804,0.20322,20.0,56980732,121956.74129064458,24783.111582113168
2021-09-30 08:00:00+00:00,DOGEUSD,0.20304,0.20219,0.20141,0.20148,50,5364,0.20165,130.0,108160082,232263.11578242944,46833.70745625506
2021-09-30 09:00:00+00:00,DOGEUSD,0.20148,0.20189,0.2,0.20073,57,6289,0.20076,6.0,126253907,271040.2793069876,54412.82948755379
2021-09-30 10:00:00+00:00,DOGEUSD,0.20073,0.20129,0.20078,0.20078,21,2239,0.20083,168.0,44965827,96548.97651721026,19389.92744786892
2021-09-30 11:00:00+00:00,DOGEUSD,0.20078,0.20159,0.19986,0.19987,96,7175,0.2008,82.0,144068258,308533.23225532053,61951.316308884685
2021-09-30 12:00:00+00:00,DOGEUSD,0.19987,0.20102,0.19982,0.20039,49,5120,0.20043,1.0,102620053,219942.99232992076,44083.34101273113
2021-09-30 13:00:00+00:00,DOGEUSD,0.20039,0.20318,0.20036,0.2021,236,21023,0.20206,170.0,424778789,912660.3078667793,184409.83739802003
2021-09-30 14:00:00+00:00,DOGEUSD,0.2021,0.20249,0.20067,0.20142,256,22000,0.20136,1.0,442973519,951274.4003214405,191541.6268827394
2021-09-30 15:00:00+00:00,DOGEUSD,0.20142,0.20102,0.19999,0.20082,65,4869,0.20051,69.0,97623693,209517.6103031324,42008.538276436906
2021-09-30 16:00:00+00:00,DOGEUSD,0.20082,0.20239,0.20087,0.20109,207,18647,0.20178,17.0,376244843,807813.3638319948,162994.93417010488
2021-09-30 17:00:00+00:00,DOGEUSD,0.20109,0.20284,0.2001,0.20222,251,19141,0.2013,176.0,385293569,822004.9928104659,165463.0451057442
2021-09-30 18:00:00+00:00,DOGEUSD,0.20222,0.20292,0.20182,0.20292,52,4722,0.20253,1.0,95631152,204029.56179157432,41320.75620077054
2021-09-30 19:00:00+00:00,DOGEUSD,0.20292,0.20592,0.20294,0.20592,64,9305,0.20379,30.0,189622220,406648.42662480654,82869.4014360762
2021-09-30 20:00:00+00:00,DOGEUSD,0.20592,0.20607,0.20369,0.20402,92,8555,0.20455,63.0,174986241,375053.5112331077,76715.2620383516
2021-09-30 21:00:00+00:00,DOGEUSD,0.20402,0.20389,0.20225,0.20271,93,8230,0.20297,41.0,167038110,357832.37578525016,72627.30330606064
2021-09-30 22:00:00+00:00,DOGEUSD,0.20271,0.20357,0.20266,0.20357,27,1392,0.20343,21.0,28317352,60619.83494952184,12331.865531816653
2021-09-30 23:00:00+00:00,DOGEUSD,0.20357,0.20455,0.20339,0.2041,37,5151,0.20393,114.0,105043854,225366.19182115054,45958.72855935039
2021-10-01 00:00:00+00:00,DOGEUSD,0.2041,0.20444,0.20325,0.20437,107,8870,0.2038,173.0,180765193,387945.90141682874,79061.23737490279
2021-10-01 01:00:00+00:00,DOGEUSD,0.20437,0.20516,0.20373,0.20373,89,8548,0.20448,24.0,174783931,374685.99799732515,76613.5492877275
2021-10-01 02:00:00+00:00,DOGEUSD,0.20373,0.2044,0.20335,0.2044,143,12630,0.20364,320.0,257191556,551698.0055565585,112345.34973257275
2021-10-01 03:00:00+00:00,DOGEUSD,0.2044,0.20356,0.20198,0.20214,58,3712,0.20254,1.0,75181010,161181.33499194184,32644.96743000116
2021-10-01 04:00:00+00:00,DOGEUSD,0.20214,0.20303,0.2023,0.20264,119,8121,0.20261,168.0,164535843,353273.1819846606,71575.11974788333
2021-10-01 05:00:00+00:00,DOGEUSD,0.20264,0.2033,0.2023,0.2027,131,13121,0.20282,76.0,266109235,571669.7430888495,115941.39116887192
2021-10-01 06:00:00+00:00,DOGEUSD,0.2027,0.20366,0.20254,0.20347,68,5701,0.20338,37.0,115946569,249518.11679419098,50746.86541446411
2021-10-01 07:00:00+00:00,DOGEUSD,0.20347,0.20369,0.20299,0.20346,55,4769,0.20329,209.0,96946384,209298.70460967318,42547.23230213027
2021-10-01 08:00:00+00:00,DOGEUSD,0.20346,0.20621,0.20328,0.20618,63,5751,0.20512,100.0,117960743,256597.6329192695,52632.39562390109
2021-10-01 09:00:00+00:00,DOGEUSD,0.20618,0.20734,0.20621,0.20676,82,9793,0.20676,75.0,202475433,438969.30907527875,90759.3141203649
2021-10-01 10:00:00+00:00,DOGEUSD,0.20676,0.20659,0.20592,0.20635,20,1555,0.20622,61.0,32066577,69721.33897479421,14377.663237476068
2021-10-01 11:00:00+00:00,DOGEUSD,0.20635,0.21526,0.20614,0.21378,445,41571,0.21014,8.0,873560292,1921342.8885478643,403825.65570687427
2021-10-01 12:00:00+00:00,DOGEUSD,0.21378,0.21701,0.21349,0.2167,188,19621,0.2159,401.0,423612891,929665.1981969931,200713.33483531896
2021-10-01 13:00:00+00:00,DOGEUSD,0.2167,0.21755,0.21366,0.21366,266,26409,0.21656,55.0,571891428,1256155.060967035,272022.8533077957
2021-10-01 14:00:00+00:00,DOGEUSD,0.21366,0.21646,0.21368,0.21371,205,21537,0.21465,123.0,462274942,1017509.8249005204,218400.92018041667
2021-10-01 15:00:00+00:00,DOGEUSD,0.21371,0.21501,0.21276,0.21327,85,7181,0.21355,15.0,153348267,338218.4614503036,72226.19014649717
2021-10-01 16:00:00+00:00,DOGEUSD,0.21327,0.21522,0.21341,0.21487,125,14928,0.21439,24.0,320037272,707075.8150546668,151588.1570987483
2021-10-01 17:00:00+00:00,DOGEUSD,0.21487,0.21595,0.2144,0.21561,109,8470,0.21539,3.0,182431148,401868.93910125096,86556.69580406103
2021-10-01 18:00:00+00:00,DOGEUSD,0.21561,0.21902,0.21554,0.21809,42,2451,0.21803,63.0,53437697,116724.85925434,25448.79968548604
2021-10-01 19:00:00+00:00,DOGEUSD,0.21809,0.21816,0.21628,0.21721,41,3606,0.21711,20.0,78287436,171768.55879197852,37291.62492994655
2021-10-01 20:00:00+00:00,DOGEUSD,0.21721,0.21888,0.2173,0.21865,33,1981,0.21799,7.0,43182324,94937.51333186749,20694.817918909972
2021-10-01 21:00:00+00:00,DOGEUSD,0.21865,0.21912,0.21672,0.21813,86,6398,0.21801,1.0,139476583,307143.61489502614,66957.67397390999
2021-10-01 22:00:00+00:00,DOGEUSD,0.21813,0.22502,0.21777,0.22502,65,5423,0.22031,89.0,119469997,261562.12220955687,57622.68260268012
2021-10-01 23:00:00+00:00,DOGEUSD,0.22502,0.22348,0.21853,0.22047,66,4756,0.22183,16.0,105502177,229404.57922967104,50890.018440352214
2021-10-02 00:00:00+00:00,DOGEUSD,0.22047,0.22335,0.22033,0.22335,49,3056,0.22172,44.0,67755485,146899.20310560768,32569.540373047294
2021-10-02 01:00:00+00:00,DOGEUSD,0.22335,0.22365,0.22041,0.22041,227,20885,0.22199,81.0,463613682,1002885.1690976729,222627.52271554433
2021-10-02 02:00:00+00:00,DOGEUSD,0.22041,0.22286,0.22112,0.22115,113,9474,0.22181,22.0,210136338,454111.2770418852,100723.66600935787
2021-10-02 03:00:00+00:00,DOGEUSD,0.22115,0.22104,0.21978,0.21994,54,2627,0.22037,29.0,57890257,125456.46363613398,27646.44189177088
