timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2021-10-21 00:00:00+00:00,LINKUSD,26.186,27.794,25.931,27.44,720,142070,26.996,25,3835235648,93345.20321653811,2520475.1575683304
2021-10-22 00:00:00+00:00,LINKUSD,27.44,29.285,27.283,28.428,1100,169203,28.357,2,4797980633,108710.40574746953,3082222.5651065214
2021-10-23 00:00:00+00:00,LINKUSD,28.428,30.107,28.046,28.706,2183,283689,29.195,180,8282264097,177463.76322663578,5181873.905666123
2021-10-24 00:00:00+00:00,LINKUSD,28.706,31.451,28.385,31.451,1758,196447,30.228,7,5938059382,119965.72797060502,3626439.1909631845
2021-10-25 00:00:00+00:00,LINKUSD,31.451,31.5,28.782,29.673,1533,137343,30.126,7,4137574584,83413.65544339424,2513220.9274079097
2021-10-26 00:00:00+00:00,LINKUSD,29.673,32.958,29.583,32.634,1817,216009,31.767,119,6861763110,135648.683839204,4310029.312486071
2021-10-27 00:00:00+00:00,LINKUSD,32.634,33.825,31.324,32.526,2264,296156,32.969,142,9763858458,183495.1736004714,6049607.034132753
2021-10-28 00:00:00+00:00,LINKUSD,32.526,33.962,27.849,28.945,2063,185171,30.745,4,5692940611,110262.22256352642,3393001.7235288345
2021-10-29 00:00:00+00:00,LINKUSD,28.945,30.919,28.677,30.239,2238,100048,30.033,7,3004729477,60131.12966325542,1806458.6971687882
2021-10-30 00:00:00+00:00,LINKUSD,30.239,32.019,29.999,31.009,5008,237660,31.219,8,7419462025,146111.14821525518,4561592.650130358
2021-10-31 00:00:00+00:00,LINKUSD,31.009,31.124,29.26,29.708,1544,61173,30.157,4,1844764648,37682.190770694426,1136422.7591366733
2021-11-01 00:00:00+00:00,LINKUSD,29.708,30.756,28.801,29.975,1494,50443,29.769,7,1501629963,30881.685747568994,919397.9485735826
2021-11-02 00:00:00+00:00,LINKUSD,29.975,31.9,29.237,31.731,2140,101062,30.643,7,3096751559,61920.06517099415,1897484.8498192844
2021-11-03 00:00:00+00:00,LINKUSD,31.731,32.569,31.065,32.337,3301,169670,32.09,1,5444668375,106905.64685400581,3430971.0955365747
2021-11-04 00:00:00+00:00,LINKUSD,32.337,32.84,30.639,32.07,2941,142236,31.68,110,4505910162,89243.83598305262,2827404.9131062897
2021-11-05 00:00:00+00:00,LINKUSD,32.07,32.222,30.3,31.078,2963,200809,31.033,3,6231630227,124106.6612599178,3851754.011913761
2021-11-06 00:00:00+00:00,LINKUSD,31.078,33.804,30.779,33.007,4357,253982,32.726,49,8311649332,156110.74582719296,5108574.390016633
2021-11-07 00:00:00+00:00,LINKUSD,33.007,33.213,30.8,32.08,2676,128980,31.851,28,4108091336,78597.6515406559,2503585.8356021284
2021-11-08 00:00:00+00:00,LINKUSD,32.08,32.671,31.8,32.383,2275,127542,32.222,103,4109627657,79328.96364644209,2556163.440913199
2021-11-09 00:00:00+00:00,LINKUSD,32.383,34.889,32.257,34.606,3722,195154,33.882,5,6612072083,128427.2107964927,4351765.698253567
2021-11-10 00:00:00+00:00,LINKUSD,34.606,35.667,33.5,33.877,3744,163648,34.52,69,5649075804,110499.93926129675,3814782.0228887135
2021-11-11 00:00:00+00:00,LINKUSD,33.877,38.384,31.888,34.397,4626,332690,35.205,3,11712074135,220924.55020655767,7785794.602342842
2021-11-12 00:00:00+00:00,LINKUSD,34.397,37.0,33.462,34.8,2734,150873,35.4,1,5340828965,97948.74627106669,3467652.8930019587
2021-11-13 00:00:00+00:00,LINKUSD,34.8,35.544,32.763,34.366,2877,147205,34.058,96,5013449228,94409.73714546835,3215778.403714447
2021-11-14 00:00:00+00:00,LINKUSD,34.366,34.617,33.277,34.072,893,35643,33.977,2,1211029992,22874.78537562062,777243.0435280123
